EMA,ADX,POC,VAH,VAL,Volume,ATR,Risultato
192.60714596148742,39.2797576724562,2197.3169683940732,1558.842873017604,1065.1906845715446,55808.36121681995,22.323522915498703,1
156.21088666940682,10.823379771832098,2939.819704323989,3114.6180738409703,1160.9764881530696,68182.49672071007,8.668090197068675,1
128.71346474483568,27.27780074568463,1582.4582803960839,2607.2616578614725,1037.139563108471,79214.46485352181,12.327236865873834,1
167.77639420895204,17.98695128633439,2028.4688768272233,2562.5535083826976,878.9657016239961,110754.48519014384,8.41048247374583,1
192.33283058799998,48.625281322982374,2616.7946962329224,1900.6116690987526,966.0425938108526,118423.3026512157,13.803049874792027,1
124.27653651669053,11.375540844608736,2818.640804157564,1795.193957680039,1926.2878834017692,81171.10760894109,15.401360423556216,1
77.72816832882906,48.783385110582344,2550.265646722229,3360.847565597635,2321.206495727003,109789.99788110852,23.437484700462335,1
79.39742936287178,11.809091556421523,1650.6606615265287,2093.9577662858087,1261.293354015623,132873.75091519294,12.135066533871786,1
131.40441247373727,15.636968998990506,2604.3939615080794,1371.4664804634729,2477.707792220879,127224.47692966575,8.974313630683447,1
172.31921426822512,38.274293753904686,2458.0143360819748,2973.921797377675,925.8759079479536,85846.57285442727,7.317381190502594,1
143.4947190241337,23.235920994105967,1127.1167005720472,1915.259339946023,1352.81164744547,122960.6178338064,17.751149427104263,-1
120.83223877429239,14.783769837532068,2426.48957444599,2949.8056118188642,1754.1712358681436,127096.7179954561,14.875911927287815,-1
114.13115275378244,11.016765069763807,1215.7828539866089,1272.2871270794888,1881.8976991484267,81435.59810763267,15.171413823294056,1
87.39383437233124,26.415316921425188,2511.1022770860973,1726.2357806307318,930.8658467089481,78975.1452913768,8.224425745080088,-1
171.21805693466254,35.33615026041694,2742.921180375435,3048.445776867963,1117.1691001062609,139255.89984899777,15.786844838313014,-1
184.41369498852399,22.720138998874553,1220.1038490553535,1724.2508738464658,1526.0832406646357,131801.4765922493,22.214611665126867,-1
126.61209538663486,26.69644012595116,1444.2156209414604,1475.6903448674705,1373.9457913861675,144290.9703912519,11.464058640415104,1
155.45284383427668,24.54518409517176,2943.5641654419214,3413.628778366856,1228.0299029031191,99724.85058923854,11.017566196335393,1
55.53304210317992,34.382573359195874,2005.358046457723,1318.4011278749756,1273.6989892022393,140826.58859666536,9.791237813339448,1
123.41791404163445,49.42601816442403,1484.110543023001,2745.911759033521,2094.75334605882,73763.75439923996,19.56432697223719,1
144.84587458903692,35.34118843043579,2071.5493681495172,1407.6664711251392,2220.0142425017048,82078.00649717358,8.730370207997085,1
138.63394147823627,37.1025744736913,1033.1756578557124,2377.8140340883465,1185.0428178364946,114517.279040945,8.48732858009983,1
108.01030194508061,47.46919954946938,1275.0418882919864,1984.4526074155947,992.9049861090014,142469.36182785628,22.54678706761962,1
148.99760690512687,42.688888008048636,2110.4016231989244,2418.196330218815,1211.1488945307678,59310.27678058992,22.944315159066534,1
144.9652185909902,23.561191641948028,1698.4191492253217,2869.6980614015506,2325.087441919381,138708.64242651174,20.597510917152476,-1
62.62099474925732,16.465148563784552,2797.108377054158,2594.786837217057,815.6349877482704,60147.15428660321,18.270035382161115,1
74.1212077126248,31.949351574663446,2383.7903953853865,2699.510896855981,1181.2578260829516,121217.9221347536,9.744981749936002,1
